,song,artist,image,rank,year
651,Drunk On You,Luke Bryan,https://charts-static.billboard.com/img/2011/08/luke-bryan-qhx-53x53.jpg,53,2012
652,No Lie,2 Chainz Featuring Drake,https://charts-static.billboard.com/img/2012/05/2-chainz-8fw-53x53.jpg,54,2012
653,Want U Back,Cher Lloyd,https://charts-static.billboard.com/img/2012/06/cher-lloyd-hia-53x53.jpg,55,2012
654,Don't Wake Me Up,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,56,2012
655,Dance (A$$),Big Sean Featuring Nicki Minaj,https://charts-static.billboard.com/img/2011/08/big-sean-820-dance-a$$-6xb-53x53.jpg,57,2012
656,Springsteen,Eric Church,https://charts-static.billboard.com/img/2012/02/eric-church-hb2-53x53.jpg,58,2012
657,Brokenhearted,Karmin,https://charts-static.billboard.com/img/2012/03/karmin-2rq-53x53.jpg,59,2012
658,Not Over You,Gavin DeGraw,https://charts-static.billboard.com/img/2011/06/gavin-degraw-n1q-53x53.jpg,60,2012
659,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,https://charts-static.billboard.com/img/2011/07/gym-class-heroes-w0q-53x53.jpg,61,2012
660,Back In Time,Pitbull,https://charts-static.billboard.com/img/2012/04/pitbull-odu-53x53.jpg,62,2012
661,Work Out,J. Cole,https://charts-static.billboard.com/img/2011/07/j-cole-s1s-53x53.jpg,63,2012
662,Rumour Has It,Adele,https://charts-static.billboard.com/img/2008/02/adele-v39-53x53.jpg,64,2012
663,Let's Go,Calvin Harris Featuring Ne-Yo,https://charts-static.billboard.com/img/2012/04/calvin-harris-s9n-53x53.jpg,65,2012
664,Good Girl,Carrie Underwood,https://charts-static.billboard.com/img/2012/03/carrie-underwood-pka-53x53.jpg,66,2012
665,Pontoon,Little Big Town,https://charts-static.billboard.com/img/2012/05/little-big-town-z2a-53x53.jpg,67,2012
666,Ho Hey,The Lumineers,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-53x53.jpg,68,2012
667,Paradise,Coldplay,https://charts-static.billboard.com/img/2011/10/coldplay-j2u-53x53.jpg,69,2012
668,Blown Away,Carrie Underwood,https://charts-static.billboard.com/img/2012/05/carrie-underwood-pka-blown-away-pjk-53x53.jpg,70,2012
669,Rolling In The Deep,Adele,https://charts-static.billboard.com/img/2010/12/adele-ee3-53x53.jpg,71,2012
670,Climax,Usher,https://charts-static.billboard.com/img/2012/02/usher-oqp-53x53.jpg,72,2012
671,"Work Hard, Play Hard",Wiz Khalifa,https://charts-static.billboard.com/img/2012/05/wiz-khalifa-b1e-53x53.jpg,73,2012
672,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,74,2012
673,Pound The Alarm,Nicki Minaj,https://charts-static.billboard.com/img/2012/04/nicki-minaj-thi-53x53.jpg,75,2012
674,Come Over,Kenny Chesney,https://charts-static.billboard.com/img/2017/06/kenny-chesney-53x53.jpg,76,2012
675,Heart Attack,Trey Songz,https://charts-static.billboard.com/img/2012/04/trey-songz-kc8-53x53.jpg,77,2012
676,Drank In My Cup,Kirko Bangz,https://charts-static.billboard.com/img/2011/08/kirko-bangz-t42-53x53.jpg,78,2012
677,Birthday Cake,Rihanna Featuring Chris Brown,https://charts-static.billboard.com/img/2011/12/rihanna-v3t-53x53.jpg,79,2012
678,So Good,B.o.B,https://charts-static.billboard.com/img/2012/03/bob-1-t7h-53x53.jpg,80,2012
679,50 Ways To Say Goodbye,Train,https://charts-static.billboard.com/img/2012/06/train-z35-53x53.jpg,81,2012
680,Red Solo Cup,Toby Keith,https://charts-static.billboard.com/img/2011/10/toby-keith-5au-53x53.jpg,82,2012
681,Love You Like A Love Song,Selena Gomez & The Scene,https://charts-static.billboard.com/img/2011/07/selena-gomez-nxt-love-you-like-a-love-song-cgw-53x53.jpg,83,2012
682,Turn Up The Music,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,84,2012
683,Die Young,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,85,2012
684,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,https://charts-static.billboard.com/img/2011/10/t-pain-kj8-53x53.jpg,86,2012
685,A Thousand Years,Christina Perri,https://charts-static.billboard.com/img/2011/11/christina-perri-vd0-53x53.jpg,87,2012
686,Take A Little Ride,Jason Aldean,https://charts-static.billboard.com/img/2012/07/jason-aldean-sa0-53x53.jpg,88,2012
687,You Da One,Rihanna,https://charts-static.billboard.com/img/2011/11/rihanna-t38-53x53.jpg,89,2012
688,We Run The Night,Havana Brown Featuring Pitbull,https://charts-static.billboard.com/img/2011/12/havana-brown-7a1-53x53.jpg,90,2012
689,It's Time,Imagine Dragons,https://charts-static.billboard.com/img/2012/03/imagine-dragons-wca-53x53.jpg,91,2012
690,Cashin' Out,Ca$h Out,https://charts-static.billboard.com/img/2012/01/cah-out-fvz-53x53.jpg,92,2012
691,I Don't Want This Night To End,Luke Bryan,https://charts-static.billboard.com/img/2011/08/luke-bryan-kl4-53x53.jpg,93,2012
692,Diamonds,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,94,2012
693,Hard To Love,Lee Brice,https://charts-static.billboard.com/img/2012/05/lee-brice-vbm-53x53.jpg,95,2012
694,Somethin' 'Bout A Truck,Kip Moore,https://charts-static.billboard.com/img/2011/10/kip-moore-fzz-53x53.jpg,96,2012
695,Adorn,Miguel,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,97,2012
696,Fly Over States,Jason Aldean,https://charts-static.billboard.com/img/2012/01/jason-aldean-jfn-53x53.jpg,98,2012
697,Even If It Breaks Your Heart,Eli Young Band,https://charts-static.billboard.com/img/2011/12/eli-young-band-8g9-53x53.jpg,99,2012
698,Burn It Down,Linkin Park,https://charts-static.billboard.com/img/2012/05/linkin-park-brd-53x53.jpg,100,2012
699,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,1,2013
700,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,https://charts-static.billboard.com/img/2013/04/robin-thicke-cu8-53x53.jpg,2,2013
701,Radioactive,Imagine Dragons,https://charts-static.billboard.com/img/2012/08/imagine-dragons-hy6-53x53.jpg,3,2013
702,Harlem Shake,Baauer,https://charts-static.billboard.com/img/2013/02/baauer-fjy-53x53.jpg,4,2013
703,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,5,2013
704,Mirrors,Justin Timberlake,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-53x53.jpg,6,2013
705,Just Give Me A Reason,P!nk Featuring Nate Ruess,https://charts-static.billboard.com/img/2012/10/pnk-u9h-just-give-me-a-reason-vz3-53x53.jpg,7,2013
706,When I Was Your Man,Bruno Mars,https://charts-static.billboard.com/img/2012/12/bruno-mars-va7-53x53.jpg,8,2013
707,Cruise,Florida Georgia Line Featuring Nelly,https://charts-static.billboard.com/img/2012/08/florida-georgia-line-wbf-53x53.jpg,9,2013
708,Roar,Katy Perry,https://charts-static.billboard.com/img/2013/08/katy-perry-l8p-53x53.jpg,10,2013
709,Locked Out Of Heaven,Bruno Mars,https://charts-static.billboard.com/img/2012/10/bruno-mars-va7-53x53.jpg,11,2013
710,Ho Hey,The Lumineers,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-53x53.jpg,12,2013
711,Stay,Rihanna Featuring Mikky Ekko,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,13,2013
712,Get Lucky,Daft Punk Featuring Pharrell Williams,https://charts-static.billboard.com/img/2013/05/daft-punk-rvu-53x53.jpg,14,2013
713,Royals,Lorde,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg,15,2013
714,I Knew You Were Trouble.,Taylor Swift,https://charts-static.billboard.com/img/2012/10/taylor-swift-70p-i-knew-you-were-trouble-oux-53x53.jpg,16,2013
715,We Can't Stop,Miley Cyrus,https://charts-static.billboard.com/img/2013/06/miley-cyrus-clj-53x53.jpg,17,2013
716,Wrecking Ball,Miley Cyrus,https://charts-static.billboard.com/img/2013/09/miley-cyrus-clj-53x53.jpg,18,2013
717,Wake Me Up!,Avicii,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg,19,2013
718,Suit & Tie,Justin Timberlake Featuring JAY Z,https://charts-static.billboard.com/img/2013/01/justin-timberlake-bcj-suit-and-tie-zqh-53x53.jpg,20,2013
719,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,21,2013
720,Holy Grail,Jay Z Featuring Justin Timberlake,https://charts-static.billboard.com/img/2013/07/jay-z-g81-53x53.jpg,22,2013
721,Scream & Shout,will.i.am & Britney Spears,https://charts-static.billboard.com/img/2012/12/william-eaz-53x53.jpg,23,2013
722,Clarity,Zedd Featuring Foxes,https://charts-static.billboard.com/img/2012/12/zedd-edd-53x53.jpg,24,2013
723,Sail,AWOLNATION,https://charts-static.billboard.com/img/2011/02/awolnation-wne-53x53.jpg,25,2013
724,Don't You Worry Child,Swedish House Mafia Featuring John Martin,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-53x53.jpg,26,2013
725,Diamonds,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,27,2013
726,I Love It,Icona Pop Featuring Charli XCX,https://charts-static.billboard.com/img/2012/12/icona-pop-46u-53x53.jpg,28,2013
727,Safe And Sound,Capital Cities,https://charts-static.billboard.com/img/2012/12/capital-cities-sqp-53x53.jpg,29,2013
728,Treasure,Bruno Mars,https://charts-static.billboard.com/img/2013/05/bruno-mars-va7-53x53.jpg,30,2013
729,The Way,Ariana Grande Featuring Mac Miller,https://charts-static.billboard.com/img/2013/04/ariana-grande-nxo-the-way-9sq-53x53.jpg,31,2013
730,Started From The Bottom,Drake,https://charts-static.billboard.com/img/2013/02/drake-hq6-started-from-the-bottom-m8o-53x53.jpg,32,2013
731,Come & Get It,Selena Gomez,https://charts-static.billboard.com/img/2013/04/selena-gomez-scg-53x53.jpg,33,2013
732,"Hold On, We're Going Home",Drake Featuring Majid Jordan,https://charts-static.billboard.com/img/2013/08/drake-hq6-hold-on-were-going-home-v0h-53x53.jpg,34,2013
733,Daylight,Maroon 5,https://charts-static.billboard.com/img/2012/12/maroon-5-9st-53x53.jpg,35,2013
734,Feel This Moment,Pitbull Featuring Christina Aguilera,https://charts-static.billboard.com/img/2017/06/pitbull-53x53.jpg,36,2013
735,Applause,Lady Gaga,https://charts-static.billboard.com/img/2013/08/lady-gaga-lkc-53x53.jpg,37,2013
736,One More Night,Maroon 5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,38,2013
737,Love Me,Lil Wayne Featuring Drake & Future,https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg,39,2013
738,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,https://charts-static.billboard.com/img/2013/02/fall-out-boy-zhw-53x53.jpg,40,2013
739,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",https://charts-static.billboard.com/img/2012/11/aap-rocky-ai8-f**kin-problems-c83-53x53.jpg,41,2013
740,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,42,2013
741,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-th1-53x53.jpg,43,2013
742,Sweet Nothing,Calvin Harris Featuring Florence Welch,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-53x53.jpg,44,2013
743,Summertime Sadness,Lana Del Rey & Cedric Gervais,https://charts-static.billboard.com/img/2012/02/lana-del-rey-x3j-53x53.jpg,45,2013
744,Home,Phillip Phillips,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg,46,2013
745,It's Time,Imagine Dragons,https://charts-static.billboard.com/img/2012/03/imagine-dragons-wca-53x53.jpg,47,2013
746,Power Trip,J. Cole Featuring Miguel,https://charts-static.billboard.com/img/2013/03/j-cole-s1s-53x53.jpg,48,2013
747,Girl On Fire,Alicia Keys Featuring Nicki Minaj,https://charts-static.billboard.com/img/2012/09/alicia-keys-xkr-53x53.jpg,49,2013
748,Heart Attack,Demi Lovato,https://charts-static.billboard.com/img/2013/03/demi-lovato-rh9-53x53.jpg,50,2013
749,Love Somebody,Maroon 5,https://charts-static.billboard.com/img/2013/05/maroon-5-9st-53x53.jpg,51,2013
750,I Will Wait,Mumford & Sons,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-53x53.jpg,52,2013
751,Try,P!nk,https://charts-static.billboard.com/img/2000/01/pnk-6ml-53x53.jpg,53,2013
752,Wagon Wheel,Darius Rucker,https://charts-static.billboard.com/img/2013/01/darius-rucker-iex-53x53.jpg,54,2013
753,Gangnam Style,PSY,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg,55,2013
754,I Need Your Love,Calvin Harris Featuring Ellie Goulding,https://charts-static.billboard.com/img/2013/01/calvin-harris-s9n-53x53.jpg,56,2013
755,Die Young,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,57,2013
756,Some Nights,fun.,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,58,2013
757,Bad,Wale Featuring Tiara Thomas Or Rihanna,https://charts-static.billboard.com/img/2013/02/wale-p1n-53x53.jpg,59,2013
758,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,https://charts-static.billboard.com/img/2013/04/blake-shelton-m3d-53x53.jpg,60,2013
759,"Gone, Gone, Gone",Phillip Phillips,https://charts-static.billboard.com/img/2012/12/phillip-phillips-1jf-53x53.jpg,61,2013
760,Demons,Imagine Dragons,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg,62,2013
761,Counting Stars,OneRepublic,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg,63,2013
762,I Cry,Flo Rida,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-53x53.jpg,64,2013
763,Little Talks,Of Monsters And Men,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-03q-little-talks-jig-53x53.jpg,65,2013
764,The Other Side,Jason Derulo,https://charts-static.billboard.com/img/2013/05/jason-derulo-3xq-53x53.jpg,66,2013
765,Berzerk,Eminem,https://charts-static.billboard.com/img/2013/09/eminem-c16-53x53.jpg,67,2013
766,Catch My Breath,Kelly Clarkson,https://charts-static.billboard.com/img/2012/10/kelly-clarkson-tcv-53x53.jpg,68,2013
767,Crash My Party,Luke Bryan,https://charts-static.billboard.com/img/2013/04/luke-bryan-qhx-53x53.jpg,69,2013
768,Pour It Up,Rihanna,https://charts-static.billboard.com/img/2012/12/rihanna-v3t-53x53.jpg,70,2013
769,22,Taylor Swift,https://charts-static.billboard.com/img/2012/11/taylor-swift-70p-22-wom-53x53.jpg,71,2013
770,I Want Crazy,Hunter Hayes,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,72,2013
771,The Fox,Ylvis,https://charts-static.billboard.com/img/2013/09/ylvis-4y6-53x53.jpg,73,2013
772,Best Song Ever,One Direction,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-53x53.jpg,74,2013
773,The A Team,Ed Sheeran,https://charts-static.billboard.com/img/2012/02/ed-sheeran-buv-the-a-team-lyt-53x53.jpg,75,2013
774,Carry On,fun.,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,76,2013
775,Highway Don't Care,Tim McGraw With Taylor Swift,https://charts-static.billboard.com/img/2013/02/tim-mcgraw-eb5-53x53.jpg,77,2013
776,That's My Kind Of Night,Luke Bryan,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,78,2013
777,Swimming Pools (Drank),Kendrick Lamar,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-h1y-53x53.jpg,79,2013
778,Sure Be Cool If You Did,Blake Shelton,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,80,2013
779,#Beautiful,Mariah Carey Featuring Miguel,https://charts-static.billboard.com/img/2013/05/mariah-carey-tgq-53x53.jpg,81,2013
780,Troublemaker,Olly Murs Featuring Flo Rida,https://charts-static.billboard.com/img/2017/03/olly-murs-53x53.jpg,82,2013
781,Body Party,Ciara,https://charts-static.billboard.com/img/2013/03/ciara-b1v-53x53.jpg,83,2013
782,Adorn,Miguel,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,84,2013
783,Hall Of Fame,The Script Featuring will.i.am,https://charts-static.billboard.com/img/2012/09/the-script-lb9-53x53.jpg,85,2013
784,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,86,2013
785,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,https://charts-static.billboard.com/img/2013/04/rocko-s0l-53x53.jpg,87,2013
786,Next To Me,Emeli Sande,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,88,2013
787,Mama's Broken Heart,Miranda Lambert,https://charts-static.billboard.com/img/2011/11/miranda-lambert-miy-53x53.jpg,89,2013
788,It Goes Like This,Thomas Rhett,https://charts-static.billboard.com/img/2013/05/thomas-rhett-r0o-53x53.jpg,90,2013
789,Bugatti,Ace Hood Featuring Future & Rick Ross,https://charts-static.billboard.com/img/2013/02/ace-hood-jne-bugatti-unn-53x53.jpg,91,2013
790,Wanted,Hunter Hayes,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0,92,2013
791,Downtown,Lady Antebellum,https://charts-static.billboard.com/img/2013/02/lady-antebellum-g3u-53x53.jpg,93,2013
792,Get Your Shine On,Florida Georgia Line,https://charts-static.billboard.com/img/2012/10/florida-georgia-line-wbf-53x53.jpg,94,2013
793,#thatPOWER,will.i.am Featuring Justin Bieber,https://charts-static.billboard.com/img/2013/04/william-eaz-53x53.jpg,95,2013
794,Brave,Sara Bareilles,https://charts-static.billboard.com/img/2013/05/sara-bareilles-m95-53x53.jpg,96,2013
795,Let Her Go,Passenger,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg,97,2013
796,Runnin' Outta Moonlight,Randy Houser,https://charts-static.billboard.com/img/2013/02/randy-houser-ilh-53x53.jpg,98,2013
797,I'm Different,2 Chainz,https://charts-static.billboard.com/img/2012/09/2-chainz-8fw-53x53.jpg,99,2013
798,Still Into You,Paramore,https://charts-static.billboard.com/img/2013/04/paramore-teo-53x53.jpg,100,2013
799,Happy,Pharrell Williams,https://charts-static.billboard.com/img/2014/01/pharrell-williams-rbx-53x53.jpg,1,2014
800,Dark Horse,Katy Perry Featuring Juicy J,https://charts-static.billboard.com/img/2013/10/katy-perry-04d-53x53.jpg,2,2014
801,All Of Me,John Legend,https://charts-static.billboard.com/img/2013/08/john-legend-xtz-53x53.jpg,3,2014
802,Fancy,Iggy Azalea Featuring Charli XCX,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-53x53.jpg,4,2014
803,Counting Stars,OneRepublic,https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg,5,2014
804,Talk Dirty,Jason Derulo Featuring 2 Chainz,https://charts-static.billboard.com/img/2013/11/jason-derulo-3xq-53x53.jpg,6,2014
805,Rude,MAGIC!,https://charts-static.billboard.com/img/2013/12/magic-1-yin-53x53.jpg,7,2014
806,All About That Bass,Meghan Trainor,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg,8,2014
807,Problem,Ariana Grande Featuring Iggy Azalea,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-53x53.jpg,9,2014
808,Stay With Me,Sam Smith,https://charts-static.billboard.com/img/2014/04/sam-smith-ik0-stay-with-me-nwg-53x53.jpg,10,2014
809,Timber,Pitbull Featuring Ke$ha,https://charts-static.billboard.com/img/2013/10/pitbull-odu-53x53.jpg,11,2014
810,Pompeii,Bastille,https://charts-static.billboard.com/img/2013/03/bastille-p0b-53x53.jpg,12,2014
811,Shake It Off,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-w40-53x53.jpg,13,2014
812,Am I Wrong,Nico & Vinz,https://charts-static.billboard.com/img/2014/04/nico-vinz-0zf-53x53.jpg,14,2014
813,Turn Down For What,DJ Snake & Lil Jon,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-53x53.jpg,15,2014
814,The Monster,Eminem Featuring Rihanna,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,16,2014
815,Say Something,A Great Big World & Christina Aguilera,https://charts-static.billboard.com/img/2013/10/a-great-big-world-b0r-53x53.jpg,17,2014
816,Team,Lorde,https://charts-static.billboard.com/img/2013/09/lorde-gw0-53x53.jpg,18,2014
817,Let Her Go,Passenger,https://charts-static.billboard.com/img/2016/10/passenger-53x53.jpg,19,2014
818,Royals,Lorde,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg,20,2014
819,Let It Go,Idina Menzel,https://charts-static.billboard.com/img/2013/12/idina-menzel-3hw-53x53.jpg,21,2014
820,Wake Me Up!,Avicii,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg,22,2014
821,Demons,Imagine Dragons,https://charts-static.billboard.com/img/2012/08/imagine-dragons-wca-demons-j2t-53x53.jpg,23,2014
822,Story Of My Life,One Direction,https://charts-static.billboard.com/img/2013/11/one-direction-7ru-53x53.jpg,24,2014
823,Chandelier,Sia,https://charts-static.billboard.com/img/2014/05/sia-kfh-53x53.jpg,25,2014
824,Black Widow,Iggy Azalea Featuring Rita Ora,https://charts-static.billboard.com/img/2014/05/iggy-azalea-68u-53x53.jpg,26,2014
825,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg,27,2014
826,Latch,Disclosure Featuring Sam Smith,https://charts-static.billboard.com/img/2013/06/disclosure-g9t-53x53.jpg,28,2014
827,Maps,Maroon 5,https://charts-static.billboard.com/img/2014/06/maroon-5-vhb-53x53.jpg,29,2014
828,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,https://charts-static.billboard.com/img/2014/01/chris-brown-cte-53x53.jpg,30,2014
829,Best Day Of My Life,American Authors,https://charts-static.billboard.com/img/2017/03/american-authors-53x53.jpg,31,2014
830,Habits (Stay High),Tove Lo,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg,32,2014
831,Summer,Calvin Harris,https://charts-static.billboard.com/img/2014/03/calvin-harris-s9n-53x53.jpg,33,2014
832,Boom Clap,Charli XCX,https://charts-static.billboard.com/img/2014/06/charli-xcx-juq-53x53.jpg,34,2014
833,Drunk In Love,Beyonce Featuring Jay Z,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,35,2014
834,Anaconda,Nicki Minaj,https://charts-static.billboard.com/img/2009/08/nicki-minaj-ntq-53x53.jpg,36,2014
835,Break Free,Ariana Grande Featuring Zedd,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-53x53.jpg,37,2014
836,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,https://charts-static.billboard.com/img/2017/03/enrique-iglesias-53x53.jpg,38,2014
837,Burn,Ellie Goulding,https://charts-static.billboard.com/img/2013/07/ellie-goulding-1mr-53x53.jpg,39,2014
838,Wiggle,Jason Derulo Featuring Snoop Dogg,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-wiggle-8yx-53x53.jpg,40,2014
839,Rather Be,Clean Bandit Featuring Jess Glynne,https://charts-static.billboard.com/img/2014/02/clean-bandit-ywv-53x53.jpg,41,2014
840,Don't Tell 'Em,Jeremih Featuring YG,https://charts-static.billboard.com/img/2014/06/jeremih-684-53x53.jpg,42,2014
841,Show Me,Kid Ink Featuring Chris Brown,https://charts-static.billboard.com/img/2013/10/kid-ink-9ar-53x53.jpg,43,2014
842,Wrecking Ball,Miley Cyrus,https://charts-static.billboard.com/img/2013/09/miley-cyrus-clj-53x53.jpg,44,2014
843,Not A Bad Thing,Justin Timberlake,https://charts-static.billboard.com/img/2014/03/justin-timberlake-wmm-53x53.jpg,45,2014
844,Roar,Katy Perry,https://charts-static.billboard.com/img/2013/08/katy-perry-l8p-53x53.jpg,46,2014
845,Ain't It Fun,Paramore,https://charts-static.billboard.com/img/2013/05/paramore-teo-53x53.jpg,47,2014
846,The Man,Aloe Blacc,https://charts-static.billboard.com/img/2013/12/aloe-blacc-sae-53x53.jpg,48,2014
847,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,https://charts-static.billboard.com/img/2013/12/luke-bryan-kl4-53x53.jpg,49,2014
848,Classic,MKTO,https://charts-static.billboard.com/img/2014/01/mkto-0le-53x53.jpg,50,2014
849,A Sky Full Of Stars,Coldplay,https://charts-static.billboard.com/img/2014/05/coldplay-j2u-53x53.jpg,51,2014
850,Don't,Ed Sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg,52,2014
851,Na Na,Trey Songz,https://charts-static.billboard.com/img/2014/01/trey-songz-kc8-53x53.jpg,53,2014
852,Hot Boy,Bobby Shmurda,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-53x53.jpg,54,2014
853,"Hold On, We're Going Home",Drake Featuring Majid Jordan,https://charts-static.billboard.com/img/2013/08/drake-hq6-hold-on-were-going-home-v0h-53x53.jpg,55,2014
854,Sing,Ed Sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg,56,2014
855,Radioactive,Imagine Dragons,https://charts-static.billboard.com/img/2012/08/imagine-dragons-hy6-53x53.jpg,57,2014
856,My Hitta,YG Featuring Jeezy & Rich Homie Quan,https://charts-static.billboard.com/img/2013/10/yg-fg4-53x53.jpg,58,2014
857,Cool Kids,Echosmith,https://charts-static.billboard.com/img/2014/06/echosmith-fsi-53x53.jpg,59,2014
858,Hey Brother,Avicii,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg,60,2014
859,Trumpets,Jason Derulo,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-53x53.jpg,61,2014
860,Animals,Maroon 5,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-53x53.jpg,62,2014
861,Burnin' It Down,Jason Aldean,https://charts-static.billboard.com/img/2017/05/jason-aldean-53x53.jpg,63,2014
862,Play It Again,Luke Bryan,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,64,2014
863,2 On,Tinashe Featuring ScHoolboy Q,https://charts-static.billboard.com/img/2014/04/tinashe-mpn-53x53.jpg,65,2014
864,Dirt,Florida Georgia Line,https://charts-static.billboard.com/img/2014/07/florida-georgia-line-wbf-53x53.jpg,66,2014
865,Love Runs Out,OneRepublic,https://charts-static.billboard.com/img/2014/05/onerepublic-fpz-53x53.jpg,67,2014
866,Bottoms Up,Brantley Gilbert,https://charts-static.billboard.com/img/2014/01/brantley-gilbert-iis-53x53.jpg,68,2014
867,Shower,Becky G,https://charts-static.billboard.com/img/2014/05/becky-g-owi-53x53.jpg,69,2014
868,Me And My Broken Heart,Rixton,https://charts-static.billboard.com/img/2014/03/rixton-z8y-53x53.jpg,70,2014
